Name,Location,Contact Persons,Affiliation,Source
DeLaCostaAcademyOttawa,939 Somerset Street West,Joseph Neurauter,,https://smoothcomp.com/en/club/11750
PauloSantanaBJJ(LucasLepriBJJWinstonSalem/Alliance),1606 S Stratford Rd. Suite C,Brent Plummer,,https://smoothcomp.com/en/club/12126
NorthwestJiuJitsuAcademy,"942 N. 95th Street, Seattle, WA 98106,",Sarah Austin,,https://smoothcomp.com/en/club/12684
ModestoPower,"2400 coffee rd, Suite I,",,,https://smoothcomp.com/en/club/9059
CARLSONGRACIEBRAWLEY,"225 West A Street,",Jorge Ramirez,,https://smoothcomp.com/en/club/9066
SummersideMartialArtsAcademy,"26174 All Weather Highway,",Jason Saggo,,https://smoothcomp.com/en/club/9140
RebellionAcademy,"9260 Trade Pl. Ste. 102,",Jeffrey Baldwin,,https://smoothcomp.com/en/club/9196
FernandoMoyaJiuJitsu,"San Pedro,",Fernando Moya,,https://smoothcomp.com/en/club/9689
InsightBrazilianJiuJitsu,"696 Hwy 71 W, Suite 3A,",Alex Henley,,https://smoothcomp.com/en/club/9698
V7MartialArts,"872 Troy Rd #180, Moscow, ID 83843,",,,https://smoothcomp.com/en/club/9700
HeihoDojo,"10015 100 Ave. ,",Laine Ingalls,,https://smoothcomp.com/en/club/9892
TaiKaiBJJ,United States,,,https://smoothcomp.com/en/club/9924
9thIsleBJJ,United States,,,https://smoothcomp.com/en/club/9946
GracieBarraSantaFe,"2801 Rodeo Rd, Santa Fe, NM 87507, USA,",Tolga Koseoglu,,https://smoothcomp.com/en/club/11852
TacticalCombatAcademyofMixedMartialArts,"120 S Antrim Way,",Josh Hummer,,https://smoothcomp.com/en/club/11862
IllinoisBJJAcademy,"126 E Main St,",Landon Brickell,,https://smoothcomp.com/en/club/11875
FightSolution,"7th street,",,,https://smoothcomp.com/en/club/11879
HeadnodHQ,"3714 Pontoon road,",Joshua McKinney,,https://smoothcomp.com/en/club/11900
MusquizJiuJitsu,United States,Jerry Musquiz,,https://smoothcomp.com/en/club/11948
IndianaBrazilianJiu-JitsuAcademy(IBJJA),"1140 N. State Road 135,",James Clingerman,,https://smoothcomp.com/en/club/11965
KnockoutFitness,United States,Jerry Kane,,https://smoothcomp.com/en/club/11977
TeamBearHug,United States,,,https://smoothcomp.com/en/club/12009
TeamQueirolo(UFCGymFairfax),"4475 Market Commons Dr, Fairfax, VA 22033,",Ashlee Memitt,,https://smoothcomp.com/en/club/12042
AdamsonBro'sJiuJitsu,"1601 S Roosevelt,",Ruben Saucedo,,https://smoothcomp.com/en/club/12809
TeamShawnHammonds/ValorBJJ,"350 Apple St.,",Alexandra Strout,,https://smoothcomp.com/en/club/12865
BlackWidowMMA,2007 Kramer Lane,Betsabe Esparza,,https://smoothcomp.com/en/club/14477
GraciePacmma,"5040 w Linebaugh ave,",Leo Ortiz,,https://smoothcomp.com/en/club/14752
ALLIANCEBJJTEAM,"646 H street Chula Vista ca 91910,",,,https://smoothcomp.com/en/club/15297
WestCoastJiu-Jitsu,"2945 Los Olivos,",Ethan Bazan,,https://smoothcomp.com/en/club/15933
RavlinMartialArts,10371 Stella Link Road,Angelus McFarlane,,https://smoothcomp.com/en/club/16146
SanDiegoBrazilianJiuJitsuAcademy,United States,,,https://smoothcomp.com/en/club/16257
CombatAthletics,204 Cooper Creek Drive,Jesse Royall,,https://smoothcomp.com/en/club/17530
TrinityJiuJitsu,"7200 US-281,",Daryl Rodriguez,,https://smoothcomp.com/en/club/18716
RalphGracieBerkeley,United States,,,https://smoothcomp.com/en/club/10073
CheckmatLaHabra,"819 east la habra Blvd ,",Nicholas Aguilar,,https://smoothcomp.com/en/club/10079
Westislandjiu-jitsu,Canada,,,https://smoothcomp.com/en/club/10130
PerformanceCombatMMA,"220 North Colony Rd.,",Michael Hannon,,https://smoothcomp.com/en/club/10229
GAMEBREDTrainingCenter,"861 Harold pl. suite 204-205,",Herman Terrado,,https://smoothcomp.com/en/club/10399
ApexBJJBonita,"4248 Bonita Rd,",Tim Pablo,,https://smoothcomp.com/en/club/10438
Gracie717,"2979 old tree Dr,",Ryland Overly,,https://smoothcomp.com/en/club/10584
ENTRAM,"CALLE 8,",Ruben Garcia,,https://smoothcomp.com/en/club/10639
EricNolan'sXtremeTrainingCenter,"5101 White Ln #D#D, Bakersfield, CA 93309,",Wendy Pack,,https://smoothcomp.com/en/club/10660
PhenomBJJOC,"17811 Sky Park,",Dion Mann,,https://smoothcomp.com/en/club/10682
InstituteofCombat,"820 N St Arcata CA 95521,",Tyson Miller,,https://smoothcomp.com/en/club/12090
FabioSantosMexico,"Sexta y Blancarte,",German Mendez,,https://smoothcomp.com/en/club/12201
10thPlanetJiuJitsuDalyCity,"69 Washington St.,",Anthony Arbulu,,https://smoothcomp.com/en/club/12254
InternationalTrainingCenter,"22-55 31st St, Queens, NY 11105,",Danny Gutman,,https://smoothcomp.com/en/club/12300
10thPlanetBethlehem,3713 linden st,Zach Maslany,,https://smoothcomp.com/en/club/12313
KinetixCombatSports,"1385 E 2nd St Jamestown,",Jayson Curtis,,https://smoothcomp.com/en/club/12340
LucasLepriJiuJitsuAcademy,"1636 Sardis Rd N A-170,",Rod Gutierrez,,https://smoothcomp.com/en/club/12436
AmericanKickboxingAcademy,"7012 Realm Dr,",Ron Keslar,,https://smoothcomp.com/en/club/12450
BrazilianTopTeamCharlotte,"4311 South Blvd,",Kent Zhang,,https://smoothcomp.com/en/club/12460
RenzoGracieStatenIsland,"2397 Hylan Blvd,",,,https://smoothcomp.com/en/club/12538
SMAA/SoulFightersLouisiana,"3068 Knolin Drive, Building 1-3,",Connor Locke,,https://smoothcomp.com/en/club/18804
TeamMADGrappler,"2085 Coney Island Ave,",Miguel Diaz,,https://smoothcomp.com/en/club/20152
BTTMelbourneFlorida,"213 E Eau Gallie BLVD,",Sheila LaDow,,https://smoothcomp.com/en/club/21755
"GracieBarraAshburn,VA",44710 Cape Court Suite 132,Alan Parker,,https://smoothcomp.com/en/club/22005
KingJiuJitsu,"2-285 Progress Ave,",Ryan Bradshaw,,https://smoothcomp.com/en/club/22177
RilionGraciePanamaCity,"748 Airport Rd,",Jason Reynolds,,https://smoothcomp.com/en/club/24767
AretéMartialArtsAcademy,"1617 10th Ave,",Jeff Tardiff,,https://smoothcomp.com/en/club/25468
GracieBarraPueblo,"1306 N Main St,",Gracie Barra Pueblo,,https://smoothcomp.com/en/club/25715
NebraskaElite,"8715 J St,",Ryan Terry,,https://smoothcomp.com/en/club/25815
NBWC,"37005 Huron River Dr,",Andrew White,,https://smoothcomp.com/en/club/25817
HellfishMMA,"4309 County Line Rd,",Marina Kain,,https://smoothcomp.com/en/club/10689
GracieHumaitaPhiladelphia,"1231 Bainbridge Street,",Zach Green,,https://smoothcomp.com/en/club/10709
TeamJunqueira,"Pittsburgh,",Anastasia Heinold,,https://smoothcomp.com/en/club/10769
MartialArtsAcademyofBillings,"528 Lake Elmo Dr,",Dave Allen,,https://smoothcomp.com/en/club/10901
HelixBJJ,"2073 Westside Ct, Suite A,",Justin Parsons,,https://smoothcomp.com/en/club/10979
AmericanTopTeam-Atlanta,"2110 Faulkner Rd NE, Atlanta, GA 30324,",Paul Sanders,,https://smoothcomp.com/en/club/11182
MoralesBrazilianjiujitsuacademy,"690 Main Street ,",Erika Stoffel,,https://smoothcomp.com/en/club/11256
Mountainbeastmma,"62713 us highway 40 80446,",Nick Stewart,,https://smoothcomp.com/en/club/11262
ValhallaAcademyofMartialArts,"4705 Plank Rd #201,",,,https://smoothcomp.com/en/club/11292
TeamBalance-Baltimore,"412 Eastern Boulevard,",Robert Sullivan,,https://smoothcomp.com/en/club/11326
UFCGYMLaMirada,"La Mirada,",Alex Cho,,https://smoothcomp.com/en/club/12618
CharlesGracieSanFrancisco,"603 Taraval St.,",Haley Zhao,,https://smoothcomp.com/en/club/12701
EvolutionKingston,"63 Littlefield,",Jonnathon Marconi,,https://smoothcomp.com/en/club/12803
AdamsonBro'sJiuJitsu,"1601 S Roosevelt,",Ruben Saucedo,,https://smoothcomp.com/en/club/12809
LucasLepriBJJ,United States,,,https://smoothcomp.com/en/club/12829
FitnessEdgeMMA/RobertoTravenBJJ,"201 E Cox Ferry Rd,",Mike Kelley,,https://smoothcomp.com/en/club/12848
TruJitsu/Excelsior,United States,,,https://smoothcomp.com/en/club/13088
ZinganoBrighton,"2315 Prairie Center Parkway, Unit A,",Hans Thompson,,https://smoothcomp.com/en/club/13209
GracieBarraKitsilano,"3611 W Broadway, Vancouver, BC V6R 2B8,",GRACIE BARRA Kitsilano,,https://smoothcomp.com/en/club/13255
GracieBarraSouthAustin,"8204 Brodie Ln,",Kelvin Clay Fonseca,,https://smoothcomp.com/en/club/13511
AresBJJMastersAcademy,"Santa Ana,",Herminio Mora,,https://smoothcomp.com/en/club/26554
PyramidMartialArts,"6498 Summer Ave,",Chad Connolly,,https://smoothcomp.com/en/club/28858
FactoryFreshJiuJitsu,"15161 Fraser Hwy,",Ross Lockie,,https://smoothcomp.com/en/club/33085
RicardoAlmeidaBJJ,"Robbinsville,",Christopher Soto,,https://smoothcomp.com/en/club/34143
IpponJudo(WashingtonUSA),12828 Pacific Highway SW,Jason Harai,,https://smoothcomp.com/en/club/39883
BattleBornBJJandMMA,"3798 Samet Dr, High Point, NC 27265,",Ramiro Gutierrez,,https://smoothcomp.com/en/club/40134
TheButcherShop,110 East Street S,John Fraser,,https://smoothcomp.com/en/club/40431
DVGJIUJITSU,"99-1324 KOAHA PL,",Brandon Gross,,https://smoothcomp.com/en/club/41306
ElMonteJiujitsu,"10904 Main Street,",Isabella Pineda,,https://smoothcomp.com/en/club/41315
DanielGracieTeamMichigan,"131 division ave s Grand Rapids mi 49503,",Cody Hier,,https://smoothcomp.com/en/club/46338
Zinganobjj,"2790 industial lane,",Jovi Guidry,,https://smoothcomp.com/en/club/11417
RISINGSUNBJJ,"MAIN STREET,",BRANDON BIGELOW,,https://smoothcomp.com/en/club/11420
WinnersTrainingCenters,United States,,,https://smoothcomp.com/en/club/11474
BurnsJiujitsu,"12437 Equine Lane ,",Daniela Rodriguez,,https://smoothcomp.com/en/club/11564
CheckmatCharleston,"1135 Bowman Rd,",Matthew Catalano,,https://smoothcomp.com/en/club/11606
DeBrazilJiu-JitsuAcademy,United States,Granger Moffett,,https://smoothcomp.com/en/club/11631
FluidMartialArts,"3136 S. McClintock Drive #13,",John T Burns,,https://smoothcomp.com/en/club/11635
NeakTa,"1181 Rockingham Ave,",Sam Lok,,https://smoothcomp.com/en/club/11960
TeamEastCoastBJJ/TeamJamesClingerman,"7257 Fulton Dr NW Suite 67 Can,",Chad Kuhn,,https://smoothcomp.com/en/club/11966
TrilloJiujitsuAcademy,"18400 NW 75 Place #122,",Dylan Hernandez,,https://smoothcomp.com/en/club/11970
BlackDragonMartialArts,"5317 50 Avenue,",,,https://smoothcomp.com/en/club/13634
LongoriasBlackBeltAcademy,"1432 N Cotner Blvd,",Jack Elstun,,https://smoothcomp.com/en/club/13653
TeamNXGCombatSports,"3705 Eastern Blvd,",Jacob Bateman,,https://smoothcomp.com/en/club/13715
SinisterBJJ,"1914 West Howard Lane suite H,",,,https://smoothcomp.com/en/club/13722
FKPMMA,"4880 Fraser Street,",Ryan Ventura,,https://smoothcomp.com/en/club/13816
GracieJiu-JitsuofSoutheastMissouri,United States,,,https://smoothcomp.com/en/club/13847
Hooper'sBrazilianJiuJitsu,United States,,,https://smoothcomp.com/en/club/13853
GracieBarraClermont,"16215 SR 50 Suite 301,",David Ogden,,https://smoothcomp.com/en/club/13933
UFKMartialarts,"7700 schaefer ave,",Asad Rai,,https://smoothcomp.com/en/club/13940
Hassett'sJiu-Jitsu,United States,,,https://smoothcomp.com/en/club/14112
PrimalTrainingCenter,"6635 Flanders Dr #C,",,,https://smoothcomp.com/en/club/2409
TeamRivas,United States,Zack Shafer,,https://smoothcomp.com/en/club/3440
RenzoGracieCostaRica,"WX6P+GM3,",Daniel Campos,,https://smoothcomp.com/en/club/3721
Choke-U,United States,Cole Foster,,https://smoothcomp.com/en/club/4023
XCELLJIUJITSUACADEMY,United States,JORGE RODRIGUES,,https://smoothcomp.com/en/club/5500
GuardianMMA,United States,Jamal Turner,,https://smoothcomp.com/en/club/6332
RenzoGracieSeattle,United States,,,https://smoothcomp.com/en/club/6543
Team99/BJJprogram,Donnan School (Grade 3-6) Vimy Ridge Academy (Grades 7-12),Curt Malin,,https://smoothcomp.com/en/club/7831
LaselvaMMA,United States,Chad Burr,,https://smoothcomp.com/en/club/8023
SilverbackBJJ/AresBJJ,"1012 N Main St,",Daniel Casarez,,https://smoothcomp.com/en/club/8244
Innerstrengthmartialarts,"1210 tower ave,",Matthew Stanger,,https://smoothcomp.com/en/club/11976
CentrevilleBJJ,"6206 Multiplex Dr, ​Centreville, VA 20121,",Robert Cecil,,https://smoothcomp.com/en/club/11982
DraganBJJ(Alliance),Canada,,,https://smoothcomp.com/en/club/12008
CheckmatFallbrookBJJ,"1167 E Mission Rd,",Jessica Richer,,https://smoothcomp.com/en/club/12205
10thPlanetTucson,"4765 E Speedway Blvd,",Mercedes White,,https://smoothcomp.com/en/club/12255
PeerlessJiuJitsuAcademy,"1451 Rimpau Ave Suite #102, Corona, CA 92879,",Joshua Abreu,,https://smoothcomp.com/en/club/12289
VirginiaBeachJiuJitsu,5266 Princess Anne Rd,Kristina Hanson,,https://smoothcomp.com/en/club/12304
Darciolira,United States,Juelz-king Brewick,,https://smoothcomp.com/en/club/12310
TrentonCookeBJJ-AllianceWestchester,"852 Commerce Street Unit 4D Thornwood NY 10594,",Trenton Cooke,,https://smoothcomp.com/en/club/12311
CTANYC,"609 Avenue X,",JAO Burgos,,https://smoothcomp.com/en/club/12323
KameHouseMMA,"13669 us 231 431 N Suite 3,",Claribel Alvarez,,https://smoothcomp.com/en/club/14167
TheGuildMMA,"Rosemead ,",Miguel Quintero,,https://smoothcomp.com/en/club/14168
BrasaNiagara,"7637 Lundys Lane,",Frank Ungaro,,https://smoothcomp.com/en/club/14224
SanFranciscoTaekwondoCenter,"2469 Mission Street,",Valdez Valdez,,https://smoothcomp.com/en/club/14238
WarriorBrazilianJiuJitsuAcademy,"4871 N. Main Street,",Victor Rosati,,https://smoothcomp.com/en/club/14271
Defcom,"510 A Bernard St,",Emily Craig,,https://smoothcomp.com/en/club/14302
BazzaniMartialArtsAcademy,"1 Pine Street Extension,",Victor Bazzani,,https://smoothcomp.com/en/club/14478
X2Fitness,"2538 Hennepin Ave So, Lower Level,",Gina Franssen,,https://smoothcomp.com/en/club/14489
VasquezAcademy,"12110 Manchaca Rd. #401,",Todd Nelson,,https://smoothcomp.com/en/club/14503
CheckmatMiami,"15904 sw 92 ave,",Erich Hawkins,,https://smoothcomp.com/en/club/14552
HamptonsJiuJitsu,"395 county road 39a,",Greg Melita,,https://smoothcomp.com/en/club/8398
NorthCountyMMA,"319 Valley Pkwy,",James Maddocks,,https://smoothcomp.com/en/club/9239
WolfpackMMA,United States,,,https://smoothcomp.com/en/club/9826
CortezMartialArtsAcademy,"17800 Murphy Parkway,",Alberto Medina,,https://smoothcomp.com/en/club/11483
MagicBJJ(CombatBase),"2824 E. Grand River Ave,",William Vincent,,https://smoothcomp.com/en/club/11792
JiuJitsuOne,"276 Granite Run Drive lancaster pa 17601,",Brock Stoltz,,https://smoothcomp.com/en/club/11857
TrilloJiujitsuAcademy,"18400 NW 75 Place #122,",Dylan Hernandez,,https://smoothcomp.com/en/club/11970
TheHiveMartialArtsAcademy,"291 Rt 72 East,",Chris Noonan,,https://smoothcomp.com/en/club/12397
TeamJucaoChalmette,United States,,,https://smoothcomp.com/en/club/13107
TripleThreatBrazilianJiuJitsu,"2415 Commerce St,",Jose Aquino,,https://smoothcomp.com/en/club/13531
LucasLepriJiuJitsuAcademy,"1636 Sardis Rd N A-170,",Rod Gutierrez,,https://smoothcomp.com/en/club/12436
WarriorBrazilianJiuJitsu,"2001 Omega Road,",Tracy Pham,,https://smoothcomp.com/en/club/12553
CharlesGracieFremont,"43086 Christy St. Fremont,CA 94536,",Diego Aguilar,,https://smoothcomp.com/en/club/12647
MarioSperryJiuJitsu,"760 NW 4th Street, Suites 101-103, MIAMI - FL 33128,",Alessandro Gomes,,https://smoothcomp.com/en/club/12666
TheMMACollective/KoreBJJ,"25 East Market St,",Rian Kirker,,https://smoothcomp.com/en/club/12727
ZenithAuthenticBJJ,"18366 Lincoln Ave #108,",Casey Molina,,https://smoothcomp.com/en/club/12866
TeamJucaoChalmette,United States,,,https://smoothcomp.com/en/club/13107
AllianceJiu-Jitsu-Kelowna,"#110-1854 Kirschner Road,",Sean McHugh,,https://smoothcomp.com/en/club/13111
FocusedFightTeam-ClubMMA,"5724 Harrison Ave,",Jeff Robison,,https://smoothcomp.com/en/club/13119
AmericanTopTeamCoconutCreek,"5750 State Rd. 7,",Luca Ashe,,https://smoothcomp.com/en/club/13120
RilionGracieJui-jitsuofmiamilakes,"7337 miami lakes dr,",Matthew Pando,,https://smoothcomp.com/en/club/14591
RioProBjj,"24000 Mercantile Rd #5, Beachwood, OH 44122,",Everette Edding,,https://smoothcomp.com/en/club/14626
Non-Affiliated,"3822 Bahama Drive,",Connor Jaschen,,https://smoothcomp.com/en/club/14696
HobbsJW,"292 church st north,",Josiah Newton,,https://smoothcomp.com/en/club/14888
SahuqueSubmissions,"Po Box 254,",Zachary Sahuque,,https://smoothcomp.com/en/club/14953
TeamTookeCypress,"16718 House Hahl Road Suite L,",Miguel Castro,,https://smoothcomp.com/en/club/15009
RenzoGracieFortLauderdale,"535 N.E 13th Street, #1,",Juan Rodriguez,,https://smoothcomp.com/en/club/15116
MartialArtsTrainingAcademy/RyanDeanBJJ,6020 Lake Murray Blvd,Katrina Overbeck,,https://smoothcomp.com/en/club/15126
EvoGym,"10A Perreault Est Rouyn-Noranda, QC J9X3C7,",Stephane Gareau,,https://smoothcomp.com/en/club/15227
GriffonRawlMMAAcademy,"6090 Pinecone Dr, Mentor, OH 44060,",Adam Katsaras,,https://smoothcomp.com/en/club/15283
GracieBarraNorthYorkToronto,"100 Bridgeland Ave, North York, ON M6A 1Z4",Fabiano Freitas,,https://smoothcomp.com/en/club/13660
RenzoGraciePEI/Lot36,"3824 Fort Augustus Road,",Matt MacGrath,,https://smoothcomp.com/en/club/13825
BJJCoachMarcelloC.Monteiro,United States,,,https://smoothcomp.com/en/club/13844
Corral'sMartialArts,United States,,,https://smoothcomp.com/en/club/13983
RelsonGracie-TeamPapakoleaJiuJitsu,505 Coral Street Suite #200,Chase Holbron,,https://smoothcomp.com/en/club/17172
UVUSection1,"1101 Event Center Dr,",Michael Pease,,https://smoothcomp.com/en/club/17485
FlowhouseBJJ,"390 E Dania Beach Blvd,",Carlos Palacio,,https://smoothcomp.com/en/club/18848
IndependentNoclub,"14565 Bouchner Drive,",Thomas Cole,,https://smoothcomp.com/en/club/19047
MaximumTrainingCentre,"3090 Dougall Ave,",Jonathan Rodger,,https://smoothcomp.com/en/club/19930
CampuzanoMMA,"2626 Stonebrook Parkway #600,",Adi Campuzano,,https://smoothcomp.com/en/club/21880
MadaJiuJItsu,"48796 Van Dyke Ave,",,,https://smoothcomp.com/en/club/13168
BurlingtonBJJ,"1161 Pettit Rd,",Alex Zahabi,,https://smoothcomp.com/en/club/13490
JamesWhiteFitness,"1309 24th Ave SW,",James White,,https://smoothcomp.com/en/club/13491
GracieBarraSouthAustin,"8204 Brodie Ln,",Kelvin Clay Fonseca,,https://smoothcomp.com/en/club/13511
10thPlanetFloridaMoons,"4849 Dawin Rd #2,",Bryan Brown,,https://smoothcomp.com/en/club/13784
LegacyJiu-JitsuTeamZenith,"4935 Oak Street,",Robert Bentley,,https://smoothcomp.com/en/club/13792
UIUCBJJ,United States,,,https://smoothcomp.com/en/club/13981
ShogunDojo,"3626 15-Avenue,",Tareq Abu Khadra,,https://smoothcomp.com/en/club/14007
-Noacademy,"644 Vaughan Ave,",Austin Montour,,https://smoothcomp.com/en/club/14145
TitanAthletics,"Brewer ,",Jarrod Tyler,,https://smoothcomp.com/en/club/14174
PagsukoCombatClub,"Scottsbluff, Ne,",Michael Johnson,,https://smoothcomp.com/en/club/15313
SpaCityMartialArts,"3617 Central Ave,",Cody Beck,,https://smoothcomp.com/en/club/15339
Alavanca,"209 16 Ave NE,",Ilia Timbaliuc,,https://smoothcomp.com/en/club/15366
KingKhongMMA,"512 S Van Dorn St,",,,https://smoothcomp.com/en/club/15658
Eliteteammonterey,"788 Broadway Ave,",Ari Goldman,,https://smoothcomp.com/en/club/15683
LimitlessBJJ&Fitness,"2300 Florence Ave,",ROBERT MALOF,,https://smoothcomp.com/en/club/15740
BJJClubatIndianaUniversity,"900 E 7th St,",Jaala Naylor,,https://smoothcomp.com/en/club/15946
BaltimoreGracieJiu-Jitsu,"800 S Hanover St,",Nick Tissue,,https://smoothcomp.com/en/club/15958
CerberusBjj,"3915 E Nettleton Ave,",Jason Mcclellan,,https://smoothcomp.com/en/club/16104
RavlinMartialArts,10371 Stella Link Road,Angelus McFarlane,,https://smoothcomp.com/en/club/16146
YorkJudoBJJ,Canada,,,https://smoothcomp.com/en/club/22074
GuardianJiu-Jitsu,"12330 James St, A40,",James Hagans,,https://smoothcomp.com/en/club/23148
KarasuTenguAcademy,"1 Chestnut St,",Walter P Cotito,,https://smoothcomp.com/en/club/25126
TeamJucaoZachary,"2060 Church St,",Zach Cloonan,,https://smoothcomp.com/en/club/25590
TeamPalmetto,"SC,",Michael Harris,,https://smoothcomp.com/en/club/26747
PurlerWrestlingAcadmey,United States,Connor McBride,,https://smoothcomp.com/en/club/27290
10thPlanetPalmdale,"40125 10th St W,",Jimmy Morgan,,https://smoothcomp.com/en/club/29583
RoundtownBrazilianJiu-JitsuAcademy,"121 E Franklin St,",Donald Worthington,,https://smoothcomp.com/en/club/31851
10thPlanetMasury,"847 Brookfield Ave,",Jeff Mock,,https://smoothcomp.com/en/club/32158
ExodusJiuJitsu-TeamExodus,United States,Sophia Paulo,,https://smoothcomp.com/en/club/32226
AmericanTopTeamWatertown,"223 JB Wise Place ,",Richard Huntsman,,https://smoothcomp.com/en/club/14221
GracieHumaitaTemecula,"26855 Jefferson Ave, ,",Ricardo Guimaraes,,https://smoothcomp.com/en/club/14230
USMMA,"316 Hartford Ave,",John Kelly,,https://smoothcomp.com/en/club/14277
HayabusaAcademy(Kingston),"677 Innovation Dr Unit 7,",Chris Wellstood,,https://smoothcomp.com/en/club/14587
RenzoGracieBragg,"Fort Bragg,",Tyler Wine,,https://smoothcomp.com/en/club/14846
RazzanoAcademy,"500 South Morton Street,",,,https://smoothcomp.com/en/club/14858
BreatheJiuJitsu,"84 Horseblock Rd. Unit H,",Danny Stolfi,,https://smoothcomp.com/en/club/14871
HobbsJW,"292 church st north,",Josiah Newton,,https://smoothcomp.com/en/club/14888
AugustaJiu-JitsuAcademy,"1803 Central Avenue,",Ryne Cox,,https://smoothcomp.com/en/club/14952
BazookaKickboxingandMMA,"680 progress road unit 1,",Matt Speciale,,https://smoothcomp.com/en/club/15203
CarlsonGracieChannahon,"24230 S Northern Illinois Dr, Channahon, IL 60410,",Brianna Ramsey,,https://smoothcomp.com/en/club/16190
DanielPriebe,"156 Lancaster Dr SE,",Daniel Priebe,,https://smoothcomp.com/en/club/16208
CarlsonGracieMurrieta/Temecula,United States,,,https://smoothcomp.com/en/club/16223
RalphGracie,United States,,,https://smoothcomp.com/en/club/16233
GracieHumaitaSouthbay,United States,,,https://smoothcomp.com/en/club/16244
TheCrucible,United States,,,https://smoothcomp.com/en/club/16252
GracieBarraFullerton,United States,Justin Workman,,https://smoothcomp.com/en/club/16270
10thPlanetWhittier,"8240 Norwalk Blvd,",Edgar Gutierrez,,https://smoothcomp.com/en/club/16406
TraffordJudo,"1000 Commerce Circle ,",Theodore Mitchell,,https://smoothcomp.com/en/club/16428
GracieHumaitaHemet,"2120 E Florida Ave,",Karoline Braga,,https://smoothcomp.com/en/club/16432
KuzushiGrapplingTeam,"150 West Hastings St,",Ben Dyson,,https://smoothcomp.com/en/club/32343
BlackTigerFightClubBJJ,"1146 Gum Branch Rd,",Aaron Klein,,https://smoothcomp.com/en/club/32858
TraditionalTaekwondoCenterofBrandon,"809 E Brandon Blvd,",Sebastian Casanova,,https://smoothcomp.com/en/club/33689
KaossBJJ,Conrado Castillo 509,Leonardo Delgado,,https://smoothcomp.com/en/club/35822
NEOBrazilianJiuJitsu,"12-8401 Weston Rd.,",Patrick Teruel,,https://smoothcomp.com/en/club/35893
AssassinGrapplingAcademy(AGA)Vegas,1262 S. Nellis Blvd,Michelle Thorton,,https://smoothcomp.com/en/club/39632
Brazilianwarriorsmx,"Caracas #2 col nueva mina norte,",Luis Enrique Acuña García,,https://smoothcomp.com/en/club/45659
SuckerFreeNewYork,"New York,",Jared Loper,,https://smoothcomp.com/en/club/49230
OneRevolutionJiuJitsuYucaipa,"34309 Yucaipa Blvd Unit C Yucaipa, California,",Aaron Miller,,https://smoothcomp.com/en/club/51693
JP-BJJ-Elizondo,United States,Jorge Elizondo,,https://smoothcomp.com/en/club/2349
AlliancePortHuron,"924 Military Street,",Adam Bruno,,https://smoothcomp.com/en/club/15241
HouseofCombat,"3537 Bathurst Street,",Avigayil Basser,,https://smoothcomp.com/en/club/15254
Noteam/association,"372 Linden Rd.,",Aiden Siegel,,https://smoothcomp.com/en/club/15331
TidewaterBJJ,"2865 Lynnhaven Dr,",Tyler George,,https://smoothcomp.com/en/club/15872
SonicJiu-Jitsu,"13th Street,",Jennifer Crofutt,,https://smoothcomp.com/en/club/15908
MonsterBrazilianJiuJitsuOhio,"79 N Mulberry St,",William Viney,,https://smoothcomp.com/en/club/16085
GracieBarraDiamondBar,1273 S Diamond Bar Blvd,Jaime Dietz-Velez,,https://smoothcomp.com/en/club/16183
CoachellaValleyBrazilianJiuJitsu,United States,,,https://smoothcomp.com/en/club/16217
CombatPerformance,"3225 Spartanburg Hwy,",Emily Hauser,,https://smoothcomp.com/en/club/16288
LCCTBJJBarrington,730 S. Northwest Hwy - Suite: 700,Sam KenKnight,,https://smoothcomp.com/en/club/16334
GracieHumaitaBrownsville,"2310 N. expressway 83 suite A1,",Emmanuel Galvan,,https://smoothcomp.com/en/club/16515
RevolutionBJJRichmondVA,"2101 Staples Mill Rd,",Daniel Frank,,https://smoothcomp.com/en/club/16600
KUJiu-JitsuClub,"Student Recreation Fitness Center,",Brettell Urczyk,,https://smoothcomp.com/en/club/16664
COBRAKAI/TEAMQUEST,"14845 Monarch Blvd, Victorville, CA 92395,",,,https://smoothcomp.com/en/club/16700
MatFactory,"Pittsburgh ,",Chris Dempsey,,https://smoothcomp.com/en/club/16821
McGuinJiuJitsu,"2041 E Ireland Rd,",Kevin Day,,https://smoothcomp.com/en/club/16861
WorkshopA2,"3770 Plaza Dr,",Michael Carpenter,,https://smoothcomp.com/en/club/16907
MillerMartialArts/ATTWarnerRobins,"405 Hwy 96 suite 700,",Cole Miller,,https://smoothcomp.com/en/club/16916
ClassicFightTeam,"6400 Warner Ave,",Sid Skrob,,https://smoothcomp.com/en/club/16983
LOTUSCLUBNEWYORK,"23-17 Broadway,",Baudilio Cua,,https://smoothcomp.com/en/club/17048
ParagonBJJ,"617 N Salsipuedes St,",,,https://smoothcomp.com/en/club/2401
PrimalMMAToronto,"388 carlaw ave., suite 116,",Egor Radzievskii,,https://smoothcomp.com/en/club/6256
AllianceAmesBrazilianJiuJitsu,"104 Kellogg Ave. ,",Jason Crawford,,https://smoothcomp.com/en/club/8681
BlindFuryJiuJitsu,"506 Manchester Expressway Ste A4,",Joshua Cheek,,https://smoothcomp.com/en/club/9055
